,holiday,temp,rain_1h,snow_1h,clouds_all,traffic_volume,hour,month,weekend,MIST,THUNDERSTORM,SNOW,RAIN,SQUALL,HAZE,FOG,DRIZZLE,CLEAR,CLOUDS,SMOKE,predictions
45932,0,0.6670665866826639,0.0,0.0,90,1495,0.260869565217391,6,7,0,0,0,0,0,1,0,0,0,0,0,1478.5850820424696
45933,0,0.681913617276545,0.0,0.0,1,2474,0.304347826086957,6,7,1,0,0,0,0,0,0,0,0,0,0,1852.0473836873539
45934,0,0.681913617276545,0.0,0.0,1,2474,0.304347826086957,6,7,0,0,0,0,0,0,1,0,0,0,0,1653.8218775297714
45935,0,0.718206358728254,0.0,0.0,1,3353,0.34782608695652195,6,7,1,0,0,0,0,0,0,0,0,0,0,2333.224039089249
45936,0,0.754799040191962,0.0,0.0,1,4065,0.39130434782608703,6,7,0,0,0,0,0,0,0,0,1,0,0,3260.536676245363
45937,0,0.7901919616076779,0.0,0.0,1,4318,0.43478260869565205,6,7,0,0,0,0,0,1,0,0,0,0,0,3076.2492028183424
45938,0,0.8158368326334742,0.0,0.0,1,4621,0.4782608695652171,6,7,0,0,0,0,0,0,0,0,1,0,0,4185.738107126481
45939,0,0.8261847630473911,0.0,0.0,40,5018,0.5217391304347829,6,7,0,0,0,0,0,0,0,0,0,1,0,4401.4473984689375
45940,0,0.835182963407318,0.0,0.0,1,4560,0.565217391304348,6,7,0,0,0,0,0,0,0,0,1,0,0,4267.4177408680225
45941,0,0.8383323335332941,0.0,0.0,1,4620,0.608695652173913,6,7,0,0,0,0,0,0,0,0,1,0,0,4252.954812276093
45942,0,0.8441811637672471,0.0,0.0,1,4417,0.652173913043478,6,7,0,0,0,0,0,0,0,0,1,0,0,4257.627274525869
45943,0,0.85122975404919,0.0,0.0,1,4372,0.695652173913043,6,7,0,0,0,0,0,0,0,0,1,0,0,4272.221610727527
45944,0,0.8555788842231551,0.0,0.0,40,4510,0.7391304347826091,6,7,0,0,0,0,0,0,0,0,0,1,0,4431.984276114478
45945,0,0.85122975404919,0.0,0.0,75,3945,0.7826086956521741,6,7,0,0,0,0,0,0,0,0,0,1,0,4013.7904629512946
45946,0,0.839232153569287,0.0,0.0,75,3660,0.826086956521739,6,7,0,0,0,0,0,0,0,0,0,1,0,3537.812306177298
45947,0,0.8272345530893821,0.0,0.0,90,3362,0.8695652173913041,6,7,0,0,0,0,0,0,0,0,0,1,0,3288.4666363611727
45948,0,0.8092381523695269,0.0,0.0,75,3504,0.91304347826087,6,7,0,0,0,0,0,0,0,0,0,1,0,2928.0594024741545
45949,0,0.780293941211758,0.0,0.0,1,3572,0.956521739130435,6,7,0,0,0,0,0,0,0,0,1,0,0,2568.0448313826437
45950,0,0.7634973005398921,0.0,0.0,40,2484,1.0,6,7,0,0,0,0,0,0,0,0,0,1,0,2361.742812954253
45951,0,0.7462507498500301,0.0,0.0,40,1515,0.0,6,1,0,0,0,0,0,0,0,0,0,1,0,1221.554765080991
45952,0,0.7312537492501501,0.0,0.0,1,1016,0.0434782608695652,6,1,0,0,0,0,0,0,0,0,1,0,0,1072.105545056856
45953,0,0.7237552489502099,0.0,0.0,1,684,0.0869565217391304,6,1,0,0,0,0,0,0,0,0,1,0,0,816.2654143069439
45954,0,0.7203059388122379,0.0,0.0,1,409,0.130434782608696,6,1,1,0,0,0,0,0,0,0,0,0,0,518.1807112731236
45955,0,0.7152069586082779,0.0,0.0,1,373,0.17391304347826098,6,1,1,0,0,0,0,0,0,0,0,0,0,459.65898758515465
45956,0,0.7072585482903421,0.0,0.0,1,614,0.21739130434782603,6,1,1,0,0,0,0,0,0,0,0,0,0,608.2248095348738
45957,0,0.7023095380923821,0.0,0.0,1,1091,0.260869565217391,6,1,1,0,0,0,0,0,0,0,0,0,0,843.9441279735762
45958,0,0.7083083383323342,0.0,0.0,1,1499,0.304347826086957,6,1,1,0,0,0,0,0,0,0,0,0,0,1308.8195425842846
45959,0,0.7083083383323342,0.0,0.0,1,1499,0.304347826086957,6,1,0,0,0,0,0,1,0,0,0,0,0,1454.7927110063279
45960,0,0.7083083383323342,0.0,0.0,1,1499,0.304347826086957,6,1,0,0,0,0,0,0,1,0,0,0,0,1616.4628934991676
45961,0,0.7408518296340741,0.0,0.0,1,2362,0.34782608695652195,6,1,0,0,0,0,0,1,0,0,0,0,0,2143.243690574682
45962,0,0.766646670665867,0.0,0.0,40,3560,0.39130434782608703,6,1,0,0,0,0,0,0,0,1,0,0,0,2802.3701991472967
45963,0,0.7793941211757649,0.0,0.0,1,4187,0.43478260869565205,6,1,0,0,0,1,0,0,0,0,0,0,0,3873.1550459200294
45964,0,0.7901919616076779,0.0,0.0,75,4186,0.4782608695652171,6,1,0,0,0,1,0,0,0,0,0,0,0,3805.3269274219074
45965,0,0.8011397720455908,0.0,0.0,75,4302,0.5217391304347829,6,1,0,0,0,1,0,0,0,0,0,0,0,3915.7225330437623
45966,0,0.8011397720455908,0.0,0.0,75,4302,0.5217391304347829,6,1,0,0,0,0,0,0,0,1,0,0,0,3834.1548079355503
45967,0,0.8092381523695269,0.0,0.0,75,4235,0.565217391304348,6,1,0,0,0,1,0,0,0,0,0,0,0,4053.8902578246248
45968,0,0.8092381523695269,0.0,0.0,75,4235,0.565217391304348,6,1,0,0,0,0,0,0,0,1,0,0,0,3960.506642115479
45969,0,0.81373725254949,0.0,0.0,75,4317,0.608695652173913,6,1,0,0,0,1,0,0,0,0,0,0,0,4191.71161755732
45970,0,0.81628674265147,0.0,0.0,1,4313,0.652173913043478,6,1,0,0,0,1,0,0,0,0,0,0,0,4639.219840212871
45971,0,0.8330833833233349,0.0,0.0,1,4256,0.695652173913043,6,1,0,0,0,0,0,0,0,0,1,0,0,4551.8554560047905
45972,0,0.8393821235752851,0.0,0.0,75,4118,0.7391304347826091,6,1,0,0,0,1,0,0,0,0,0,0,0,3991.3405277724714
45973,0,0.841631673665267,0.0,0.0,75,4022,0.7826086956521741,6,1,0,0,0,0,0,0,0,0,0,1,0,3547.1755847823742
45974,0,0.8312837432513499,0.0,0.0,75,3438,0.826086956521739,6,1,0,0,0,0,0,0,0,0,0,1,0,3085.1212507103987
45975,0,0.819286142771446,0.0,0.0,90,3187,0.8695652173913041,6,1,0,0,0,0,0,0,0,0,0,1,0,2616.144591627352
45976,0,0.8003899220155971,0.0,0.0,90,2556,0.91304347826087,6,1,0,0,0,0,0,0,0,0,0,1,0,2148.377579951541
45977,0,0.782243551289742,0.0,0.0,75,1962,0.956521739130435,6,1,0,0,0,0,0,0,0,0,0,1,0,1683.6538277657394
45978,0,0.77129574085183,0.0,0.0,40,1209,1.0,6,1,0,0,0,1,0,0,0,0,0,0,0,1372.1263637933605
45979,0,0.7592981403719251,0.0,0.0,40,652,0.0,6,2,0,0,0,0,0,0,0,0,0,1,0,428.50977771987675
45980,0,0.7483503299340141,0.0,0.0,1,422,0.0434782608695652,6,2,0,0,0,0,0,0,0,0,1,0,0,377.23295215062757
45981,0,0.7363527294541091,0.0,0.0,1,331,0.0869565217391304,6,2,0,0,0,0,0,0,0,0,1,0,0,352.2242087370025
45982,0,0.724355128974205,0.0,0.0,1,406,0.130434782608696,6,2,0,0,0,0,0,0,0,0,1,0,0,490.406955705871
45983,0,0.7203059388122379,0.0,0.0,1,902,0.17391304347826098,6,2,0,0,0,0,0,0,0,0,1,0,0,1018.5977635156258
45984,0,0.71625674865027,0.0,0.0,1,2982,0.21739130434782603,6,2,0,0,0,0,0,0,0,0,1,0,0,2954.5200340405186
45985,0,0.7206058788242351,0.0,0.0,40,5588,0.260869565217391,6,2,0,0,0,1,0,0,0,0,0,0,0,5484.039994184894
45986,0,0.7311037792441508,0.0,0.0,1,6146,0.304347826086957,6,2,0,0,0,1,0,0,0,0,0,0,0,6134.139503129335
45987,0,0.747300539892022,0.0,0.0,1,5383,0.34782608695652195,6,2,0,0,0,1,0,0,0,0,0,0,0,5537.710512498145
45988,0,0.747300539892022,0.0,0.0,1,5383,0.34782608695652195,6,2,0,1,0,0,0,0,0,0,0,0,0,5407.340579049955
45989,0,0.7600479904019201,0.0,0.0,90,4654,0.39130434782608703,6,2,0,0,0,1,0,0,0,0,0,0,0,4901.578529039501
45990,0,0.7600479904019201,0.0,0.0,90,4654,0.39130434782608703,6,2,0,1,0,0,0,0,0,0,0,0,0,5012.718078181138
45991,0,0.779544091181764,0.0,0.0,75,4310,0.43478260869565205,6,2,0,0,0,1,0,0,0,0,0,0,0,4499.9471895163
45992,0,0.793341331733654,0.0,0.0,1,4530,0.4782608695652171,6,2,0,0,0,1,0,0,0,0,0,0,0,4709.782930486624
45993,0,0.807138572285543,0.0,0.0,75,4748,0.5217391304347829,6,2,0,0,0,0,0,0,0,0,0,1,0,4713.253462470738
45994,0,0.8339832033593281,0.0,0.0,75,4673,0.565217391304348,6,2,0,0,0,0,0,0,0,0,0,1,0,5035.132790737472
45995,0,0.8422315536892622,0.0,0.0,75,4877,0.608695652173913,6,2,0,0,0,0,0,0,0,0,0,1,0,5392.668194058394
45996,0,0.852279544091182,0.0,0.0,1,5605,0.652173913043478,6,2,0,0,0,0,0,0,0,0,1,0,0,5847.693704599272
45997,0,0.852279544091182,0.0,0.0,75,6232,0.695652173913043,6,2,0,0,0,0,0,0,0,0,0,1,0,6098.5782716878775
45998,0,0.84628074385123,0.0,0.0,75,5772,0.7391304347826091,6,2,0,0,0,0,0,0,0,0,0,1,0,5742.070800555777
45999,0,0.8491301739652071,0.0,0.0,75,4086,0.7826086956521741,6,2,0,0,0,0,0,0,0,0,0,1,0,4323.3732727336455
46000,0,0.83623275344931,0.0,0.0,75,3288,0.826086956521739,6,2,0,0,0,0,0,0,0,0,0,1,0,3133.4778919594924
46001,0,0.8222855428914221,0.0,0.0,75,2944,0.8695652173913041,6,2,0,0,0,0,0,0,0,0,0,1,0,2658.9932984266625
46002,0,0.808338332333534,0.0,0.0,75,2559,0.91304347826087,6,2,0,0,0,0,0,1,0,0,0,0,0,2085.672185052031
46003,0,0.7945410917816441,0.0,0.0,1,1974,0.956521739130435,6,2,0,0,0,0,0,0,0,0,1,0,0,1893.8041636207927
46004,0,0.7891421715656871,0.0,0.0,1,1136,1.0,6,2,0,0,0,0,0,0,0,1,0,0,0,1152.5596120983814
46005,0,0.7891421715656871,0.0,0.0,1,1136,1.0,6,2,0,0,0,1,0,0,0,0,0,0,0,1487.6694111409827
46006,0,0.777294541091782,0.0,0.0,1,624,0.0,6,3,0,0,0,1,0,0,0,0,0,0,0,594.8169288584003
46007,0,0.777294541091782,0.0,0.0,1,624,0.0,6,3,0,0,0,0,0,0,0,1,0,0,0,359.94064765849737
46008,0,0.7742951409718059,0.0,0.0,40,417,0.0434782608695652,6,3,0,0,0,1,0,0,0,0,0,0,0,348.2797885222456
46009,0,0.7592981403719251,0.0,0.0,90,297,0.0869565217391304,6,3,0,1,0,0,0,0,0,0,0,0,0,301.1032685666179
46010,0,0.7592981403719251,0.0,0.0,90,297,0.0869565217391304,6,3,0,0,0,1,0,0,0,0,0,0,0,317.82054705158026
46011,0,0.7592981403719251,0.0,0.0,90,297,0.0869565217391304,6,3,1,0,0,0,0,0,0,0,0,0,0,317.3431544651171
46012,0,0.734253149370126,0.0,0.0,90,353,0.130434782608696,6,3,0,1,0,0,0,0,0,0,0,0,0,324.9322979523495
46013,0,0.734253149370126,0.0,0.0,90,353,0.130434782608696,6,3,1,0,0,0,0,0,0,0,0,0,0,322.5466654454964
46014,0,0.734253149370126,0.0,0.0,90,353,0.130434782608696,6,3,0,0,0,1,0,0,0,0,0,0,0,331.5289767008361
46015,0,0.734253149370126,0.0,0.0,90,353,0.130434782608696,6,3,0,0,0,0,0,0,0,1,0,0,0,329.9082161839593
46016,0,0.722255548890222,0.0,0.0,90,887,0.17391304347826098,6,3,0,0,0,1,0,0,0,0,0,0,0,675.6813529947697
46017,0,0.722255548890222,0.0,0.0,90,887,0.17391304347826098,6,3,1,0,0,0,0,0,0,0,0,0,0,687.2778090377496
46018,0,0.722255548890222,0.0,0.0,90,887,0.17391304347826098,6,3,0,1,0,0,0,0,0,0,0,0,0,739.0422015373579
46019,0,0.7152069586082779,0.0,0.0,90,2973,0.21739130434782603,6,3,0,0,0,1,0,0,0,0,0,0,0,2545.902897457759
46020,0,0.7152069586082779,0.0,0.0,90,2973,0.21739130434782603,6,3,1,0,0,0,0,0,0,0,0,0,0,2666.037528892212
46021,0,0.713257348530294,0.0,0.0,90,5381,0.260869565217391,6,3,0,0,0,1,0,0,0,0,0,0,0,5214.197629969323
46022,0,0.713257348530294,0.0,0.0,90,5381,0.260869565217391,6,3,1,0,0,0,0,0,0,0,0,0,0,5345.3391297868175
46023,0,0.7108578284343141,0.0,0.0,90,6350,0.304347826086957,6,3,0,0,0,1,0,0,0,0,0,0,0,6341.763565849155
46024,0,0.7108578284343141,0.0,0.0,90,6350,0.304347826086957,6,3,1,0,0,0,0,0,0,0,0,0,0,6587.171616926104
46025,0,0.7131073785242951,0.0,0.0,90,5756,0.34782608695652195,6,3,0,0,0,1,0,0,0,0,0,0,0,5825.461610150463
46026,0,0.71625674865027,0.0,0.0,90,4872,0.39130434782608703,6,3,0,0,0,1,0,0,0,0,0,0,0,5310.316613573511
46027,0,0.7300539892021601,0.0,0.0,90,4452,0.43478260869565205,6,3,0,0,0,1,0,0,0,0,0,0,0,4731.73669391633
46028,0,0.7377024595080981,0.0,0.0,90,4713,0.4782608695652171,6,3,0,0,0,1,0,0,0,0,0,0,0,4717.098041748595
46029,0,0.752699460107978,0.0,0.0,90,5083,0.5217391304347829,6,3,0,0,0,0,0,0,0,0,0,1,0,4917.674100370651
46030,0,0.752249550089982,0.0,0.0,75,4849,0.565217391304348,6,3,0,0,0,1,0,0,0,0,0,0,0,5060.711729238193
46031,0,0.7571985602879431,0.0,0.0,90,4905,0.608695652173913,6,3,0,0,0,0,0,0,0,1,0,0,0,5690.992854731146
46032,0,0.7571985602879431,0.0,0.0,90,4905,0.608695652173913,6,3,0,0,0,1,0,0,0,0,0,0,0,5591.069760820327
46033,0,0.755848830233954,0.0,0.0,90,5875,0.652173913043478,6,3,0,0,0,1,0,0,0,0,0,0,0,6018.807936036048
46034,0,0.764247150569886,0.0,0.0,90,6765,0.695652173913043,6,3,0,0,0,1,0,0,0,0,0,0,0,6380.3185185075945
46035,0,0.764247150569886,0.0,0.0,90,6765,0.695652173913043,6,3,0,0,0,0,0,0,0,1,0,0,0,6434.943066635326
46036,0,0.7634973005398921,0.0,0.0,75,6054,0.7391304347826091,6,3,1,0,0,0,0,0,0,0,0,0,0,5691.903897326723
46037,0,0.766496700659868,0.0,0.0,90,4473,0.7826086956521741,6,3,1,0,0,0,0,0,0,0,0,0,0,4460.657235111455
46038,0,0.766946610677864,0.0,0.0,90,3316,0.826086956521739,6,3,0,0,0,1,0,0,0,0,0,0,0,3167.121232452979
46039,0,0.760197960407918,0.0,0.0,75,2910,0.8695652173913041,6,3,1,0,0,0,0,0,0,0,0,0,0,2583.3899405110283
46040,0,0.760197960407918,0.0,0.0,75,2910,0.8695652173913041,6,3,0,0,0,0,0,0,0,1,0,0,0,2529.324977343617
46041,0,0.755248950209958,0.0,0.0,90,2674,0.91304347826087,6,3,0,0,0,0,0,0,0,0,0,1,0,2224.295163028385
46042,0,0.7511997600479909,0.0,0.0,40,2083,0.956521739130435,6,3,0,0,0,0,0,0,0,1,0,0,0,1712.5194834341949
46043,0,0.750449910017997,0.0,0.0,40,1161,1.0,6,3,1,0,0,0,0,0,0,0,0,0,0,1277.3199858677197
46044,0,0.744151169766047,0.0,0.0,40,678,0.0,6,4,1,0,0,0,0,0,0,0,0,0,0,651.7764569547263
46045,0,0.7372525494901021,0.0,0.0,90,411,0.0434782608695652,6,4,1,0,0,0,0,0,0,0,0,0,0,546.8736574891587
46046,0,0.7377024595080981,0.0,0.0,90,313,0.0869565217391304,6,4,0,0,0,0,0,0,0,0,0,1,0,549.1864405925108
46047,0,0.7312537492501501,0.0,0.0,90,414,0.130434782608696,6,4,1,0,0,0,0,0,0,0,0,0,0,410.16781579901715
46048,0,0.7312537492501501,0.0,0.0,90,898,0.17391304347826098,6,4,1,0,0,0,0,0,0,0,0,0,0,775.1827429455652
46049,0,0.7288542291541691,0.0,0.0,75,3151,0.21739130434782603,6,4,1,0,0,0,0,0,0,0,0,0,0,2700.0295673612777
46050,0,0.7258548290341941,0.0,0.0,90,5883,0.260869565217391,6,4,1,0,0,0,0,0,0,0,0,0,0,5314.532287152162
46051,0,0.7291541691661669,0.0,0.0,90,6414,0.304347826086957,6,4,1,0,0,0,0,0,0,0,0,0,0,6499.601856593296
46052,0,0.7377024595080981,0.0,0.0,90,5717,0.34782608695652195,6,4,1,0,0,0,0,0,0,0,0,0,0,6040.7996148311295
46053,0,0.741901619676065,0.0,0.0,90,5134,0.39130434782608703,6,4,1,0,0,0,0,0,0,0,0,0,0,5477.664175518399
46054,0,0.7511997600479909,0.0,0.0,75,4614,0.43478260869565205,6,4,1,0,0,0,0,0,0,0,0,0,0,4677.820287863146
46055,0,0.7661967606478709,0.0,0.0,75,4964,0.4782608695652171,6,4,0,0,0,0,0,0,0,0,0,1,0,4796.628942579794
46056,0,0.7793941211757649,0.0,0.0,75,5102,0.5217391304347829,6,4,0,0,0,0,0,0,0,0,0,1,0,4934.580659439637
46057,0,0.7942411517696459,0.0,0.0,75,4901,0.565217391304348,6,4,0,0,0,0,0,0,0,0,0,1,0,5348.236046810039
46058,0,0.802939412117577,0.0,0.0,90,5036,0.608695652173913,6,4,0,0,0,0,0,0,0,0,0,1,0,5802.545696590324
46059,0,0.8161367726454709,0.0,0.0,75,5867,0.652173913043478,6,4,0,0,0,0,0,0,0,0,0,1,0,6149.1007557859675
46060,0,0.828284343131374,0.0,0.0,75,6666,0.695652173913043,6,4,0,0,0,0,0,0,0,0,0,1,0,6385.9850519639995
46061,0,0.835182963407318,0.0,0.0,75,6095,0.7391304347826091,6,4,0,0,0,0,0,0,0,0,0,1,0,6120.000320901101
46062,0,0.83623275344931,0.0,0.0,75,4563,0.7826086956521741,6,4,0,0,0,0,0,0,0,0,0,1,0,4478.790395944429
46063,0,0.8383323335332941,0.0,0.0,1,3497,0.826086956521739,6,4,0,0,0,0,0,0,0,0,1,0,0,3504.2674875199486
46064,0,0.8330833833233349,0.0,0.0,1,3126,0.8695652173913041,6,4,0,0,0,0,0,0,0,0,1,0,0,3055.5508748815923
46065,0,0.820335932813437,0.0,0.0,1,3116,0.91304347826087,6,4,0,0,0,0,0,0,0,0,1,0,0,2601.8904407914183
46066,0,0.7805938812237551,0.0,0.0,5,2292,0.956521739130435,6,4,0,0,0,0,0,0,0,0,1,0,0,2047.7730360481044
46067,0,0.7634973005398921,0.0,0.0,1,1339,1.0,6,4,0,0,0,0,0,0,0,0,1,0,0,1599.6727363501304
46068,0,0.754799040191962,0.0,0.0,1,778,0.0,6,5,1,0,0,0,0,0,0,0,0,0,0,664.6262731527105
46069,0,0.749400119976005,0.0,0.0,1,457,0.0434782608695652,6,5,1,0,0,0,0,0,0,0,0,0,0,412.6523900831168
46070,0,0.73875224955009,0.0,0.0,1,309,0.0869565217391304,6,5,1,0,0,0,0,0,0,0,0,0,0,261.19561961528586
46071,0,0.7314037192561491,0.0,0.0,1,365,0.130434782608696,6,5,1,0,0,0,0,0,0,0,0,0,0,415.57914627718935
46072,0,0.719556088782244,0.0,0.0,1,921,0.17391304347826098,6,5,1,0,0,0,0,0,0,0,0,0,0,1188.0517791960572
46073,0,0.711007798440312,0.0,0.0,1,3121,0.21739130434782603,6,5,1,0,0,0,0,0,0,0,0,0,0,3238.965471743928
46074,0,0.711007798440312,0.0,0.0,1,3121,0.21739130434782603,6,5,0,0,0,0,0,0,1,0,0,0,0,3329.2492322502244
46075,0,0.706658668266347,0.0,0.0,1,5691,0.260869565217391,6,5,1,0,0,0,0,0,0,0,0,0,0,6092.582572463304
46076,0,0.706658668266347,0.0,0.0,1,5691,0.260869565217391,6,5,0,0,0,0,0,1,0,0,0,0,0,5612.611977594519
46077,0,0.7252549490101979,0.0,0.0,20,6264,0.304347826086957,6,5,1,0,0,0,0,0,0,0,0,0,0,6308.623393903467
46078,0,0.76124775044991,0.0,0.0,1,5683,0.34782608695652195,6,5,0,0,0,0,0,0,0,0,1,0,0,5500.1751590407375
46079,0,0.7969406118776241,0.0,0.0,1,4983,0.39130434782608703,6,5,0,0,0,0,0,0,0,0,1,0,0,4945.368979783546
46080,0,0.82753449310138,0.0,0.0,5,4678,0.43478260869565205,6,5,0,0,0,0,0,0,0,0,1,0,0,4789.3496023644775
46081,0,0.84628074385123,0.0,0.0,1,4866,0.4782608695652171,6,5,0,0,0,0,0,0,0,0,1,0,0,4840.837974635325
46082,0,0.846730653869227,0.0,0.0,1,5109,0.5217391304347829,6,5,0,0,0,0,0,0,0,0,1,0,0,5087.329029508871
46083,0,0.870575884823035,0.0,0.0,40,5011,0.565217391304348,6,5,0,0,0,0,0,0,0,0,0,1,0,5479.889524316005
46084,0,0.8771745650869829,0.0,0.0,75,5300,0.608695652173913,6,5,0,0,0,0,0,0,0,0,0,1,0,5765.874162020173
46085,0,0.88122375524895,0.0,0.0,40,5945,0.652173913043478,6,5,0,0,0,0,0,0,0,0,0,1,0,6098.5821355744
46086,0,0.879124175164967,0.0,0.0,75,6568,0.695652173913043,6,5,0,0,0,0,0,0,0,0,0,1,0,6049.218122888949
46087,0,0.884373125374925,0.0,0.0,1,5930,0.7391304347826091,6,5,0,0,0,0,0,0,0,0,1,0,0,6050.044418058549
46088,0,0.888122375524895,0.0,0.0,40,4668,0.7826086956521741,6,5,0,0,0,0,0,0,0,0,0,1,0,4664.308060026579
46089,0,0.888122375524895,0.0,0.0,1,3794,0.826086956521739,6,5,0,0,0,0,0,0,0,0,1,0,0,3634.418957717546
46090,0,0.87627474505099,0.0,0.0,40,3127,0.8695652173913041,6,5,0,0,0,0,0,0,0,0,0,1,0,3133.7806972341914
46091,0,0.857228554289142,0.0,0.0,1,2908,0.91304347826087,6,5,0,0,0,0,0,0,0,0,1,0,0,2750.581567805857
46092,0,0.8437312537492501,0.0,0.0,40,2190,0.956521739130435,6,5,0,0,0,0,0,0,0,0,0,1,0,2192.53604124144
46093,0,0.8263347330533901,0.0,0.0,1,1475,1.0,6,5,0,0,0,0,0,0,0,0,1,0,0,1815.8945828267742
46094,0,0.82123575284943,0.0,0.0,1,841,0.0,6,6,0,0,0,0,0,0,0,0,1,0,0,746.8206362571553
46095,0,0.813287342531494,0.0,0.0,1,510,0.0434782608695652,6,6,0,0,0,0,0,0,0,0,1,0,0,646.9462230109942
46096,0,0.808488302339532,0.0,0.0,1,385,0.0869565217391304,6,6,0,0,0,0,0,0,0,0,1,0,0,529.3924488484228
46097,0,0.802039592081584,0.0,0.0,1,453,0.130434782608696,6,6,0,0,0,0,0,0,0,0,1,0,0,442.59340394460736
46098,0,0.79874025194961,0.0,0.0,1,984,0.17391304347826098,6,6,0,0,0,0,0,0,0,0,1,0,0,861.4247914170265
46099,0,0.7997900419916021,0.0,0.0,1,2909,0.21739130434782603,6,6,0,0,0,0,0,0,0,0,1,0,0,2565.847343597362
46100,0,0.799340131973605,0.0,0.0,1,5427,0.260869565217391,6,6,0,0,0,0,0,0,0,0,1,0,0,5532.240067149832
46101,0,0.805188962207558,0.0,0.0,1,6051,0.304347826086957,6,6,0,0,0,0,0,0,0,0,1,0,0,5220.426330262108
46102,0,0.822135572885423,0.0,0.0,75,5204,0.34782608695652195,6,6,0,0,0,0,0,0,0,0,0,1,0,5285.918701977759
46103,0,0.85122975404919,0.0,0.0,75,4842,0.39130434782608703,6,6,0,0,0,0,0,0,0,0,0,1,0,4862.945175187347
46104,0,0.8765746850629871,0.0,0.0,1,4626,0.43478260869565205,6,6,0,0,0,0,0,0,0,0,1,0,0,4765.002626783996
46105,0,0.9011697660467909,0.0,0.0,75,5114,0.4782608695652171,6,6,0,0,0,0,0,0,0,0,0,1,0,5119.451445019516
46106,0,0.9241151769646071,0.0,0.0,1,5222,0.5217391304347829,6,6,0,0,0,0,0,0,0,0,1,0,0,5297.228893141587
46107,0,0.942261547690462,0.0,0.0,1,5236,0.565217391304348,6,6,0,0,0,0,0,0,0,0,1,0,0,5579.365526353532
46108,0,0.9643071385722859,0.0,0.0,1,5319,0.608695652173913,6,6,0,0,0,0,0,0,0,0,1,0,0,5866.39081826631
46109,0,0.9754049190161971,0.0,0.0,1,5903,0.652173913043478,6,6,0,0,0,0,0,0,0,0,1,0,0,5731.80947009824
46110,0,0.9883023395320941,0.0,0.0,40,5902,0.695652173913043,6,6,0,0,0,0,0,0,0,0,0,1,0,5567.468073496941
46111,0,0.985152969406119,0.0,0.0,40,5314,0.7391304347826091,6,6,0,0,0,0,0,0,0,0,0,1,0,5511.18821254116
46112,0,0.982003599280144,0.0,0.0,40,4798,0.7826086956521741,6,6,0,0,0,0,0,0,0,0,0,1,0,4361.309881403589
46113,0,0.964157168566287,0.0,0.0,40,3705,0.826086956521739,6,6,0,0,0,0,0,0,0,0,0,1,0,3673.783620161907
46114,0,0.9433113377324541,0.0,0.0,75,3340,0.8695652173913041,6,6,0,0,0,0,0,0,0,0,0,1,0,3332.7331883265424
46115,0,0.92621475704859,0.0,0.0,1,3247,0.91304347826087,6,6,0,0,0,0,0,0,0,0,1,0,0,2881.9949426119206
46116,0,0.910167966406718,0.0,0.0,1,2781,0.956521739130435,6,6,0,0,0,0,0,0,0,0,1,0,0,2547.7236664254992
46117,0,0.902219556088783,0.0,0.0,1,2465,1.0,6,6,0,0,0,0,0,0,0,0,1,0,0,2181.7339630758524
46118,0,0.892021595680864,0.0,0.0,1,1423,0.0,6,7,0,0,0,0,0,0,0,0,1,0,0,854.0588413105942
46119,0,0.887672465506898,0.0,0.0,1,869,0.0434782608695652,6,7,0,0,0,0,0,0,0,0,1,0,0,747.0517693751958
46120,0,0.887222555488902,0.0,0.0,1,617,0.0869565217391304,6,7,0,1,0,0,0,0,0,0,0,0,0,674.4539627243018
46121,0,0.8833233353329341,0.0,0.0,40,429,0.130434782608696,6,7,0,0,0,1,0,0,0,0,0,0,0,479.9835115137205
46122,0,0.8833233353329341,0.0,0.0,40,429,0.130434782608696,6,7,0,1,0,0,0,0,0,0,0,0,0,495.591021222104
46123,0,0.8683263347330541,0.0,0.0,1,429,0.17391304347826098,6,7,0,0,0,1,0,0,0,0,0,0,0,451.52390443896167
46124,0,0.8561787642471509,0.0,0.0,1,822,0.21739130434782603,6,7,0,0,0,0,0,0,0,0,1,0,0,777.163071118417
46125,0,0.8501799640071981,0.0,0.0,1,1489,0.260869565217391,6,7,0,0,0,0,0,0,0,0,1,0,0,1542.2027960792468
46126,0,0.8477804439112181,0.0,0.0,75,2048,0.304347826086957,6,7,0,0,0,0,0,0,0,0,0,1,0,2909.443853921316
46127,0,0.8432813437312541,0.0,0.0,1,2840,0.34782608695652195,6,7,0,0,0,0,0,0,0,0,1,0,0,2809.4191843500535
46128,0,0.8431313737252549,0.0,0.0,75,3627,0.39130434782608703,6,7,0,0,0,0,0,0,0,0,0,1,0,3652.4623173681334
46129,0,0.8500299940011999,0.0,0.0,40,3922,0.43478260869565205,6,7,0,0,0,0,0,0,0,0,0,1,0,4096.751767393703
46130,0,0.8554289142171569,0.0,0.0,75,4253,0.4782608695652171,6,7,0,0,0,0,0,0,0,0,0,1,0,4304.98925207417
46131,0,0.872225554889023,0.0,0.0,75,4776,0.5217391304347829,6,7,0,0,0,0,0,0,0,0,0,1,0,4267.861895121457
46132,0,0.8875224955009,0.0,0.0,75,4675,0.565217391304348,6,7,0,0,0,0,0,0,0,0,0,1,0,4194.893999909583
46133,0,0.892171565686863,0.0,0.0,75,4533,0.608695652173913,6,7,0,0,0,0,0,0,0,0,0,1,0,4143.292216393849
